Date,Name of State / UT,Total Confirmed cases (Indian National),Total Confirmed cases ( Foreign National ),Cured/Discharged/Migrated,,,Death
2020-05-19,Delhi,10040,14,4485,,,168
2020-05-19,Goa,34,4,7,,,0
2020-05-19,Gujarat,11736,9,4804,,,694
2020-05-19,Haryana,912,16,598,,,14
2020-05-19,Himachal Pradesh,90,0,44,,,3
2020-05-19,Union Territory of Jammu and Kashmir,1289,0,609,,,15
2020-05-19,Jharkhand,223,0,113,,,3
2020-05-19,Karnataka,1246,0,530,,,37
2020-05-19,Kerala,620,10,497,,,4
2020-05-19,Union Territory of Ladakh,43,0,41,,,0
2020-05-19,Madhya Pradesh,5236,0,2435,,,252
2020-05-19,Maharashtra,35048,10,8437,,,1249
2020-05-19,Manipur,7,0,2,,,0
2020-05-19,Meghalaya,13,0,11,,,1
2020-05-19,Mizoram,1,0,1,,,0
2020-05-19,Odisha,876,0,220,,,4
2020-05-19,Puducherry,18,0,9,,,1
2020-05-19,Punjab,1980,0,1547,,,37
2020-05-19,Rajasthan,5498,9,3218,,,138
2020-05-19,Tamil Nadu,11751,9,4406,,,81
2020-05-19,Telangana,1585,12,1000,,,35
2020-05-19,Tripura,167,0,85,,,0
2020-05-19,Uttarakhand,84,9,52,,,1
2020-05-19,Uttar Pradesh,4596,9,2783,,,118
2020-05-19,West Bengal,2825,0,1006,,,244
2020-05-20,Andaman and Nicobar Islands,33,0,33,,,0
2020-05-20,Andhra Pradesh,2532,0,1621,,,52
2020-05-20,Arunachal Pradesh,1,0,1,,,0
2020-05-20,Assam,142,0,41,,,4
2020-05-20,Bihar,1498,0,534,,,9
2020-05-20,Union Territory of Chandigarh,200,0,57,,,3
2020-05-20,Chhattisgarh,101,0,59,,,0
2020-05-20,Dadra and Nagar Haveli,1,0,0,,,0
2020-05-20,Delhi,10540,14,4750,,,168
2020-05-20,Goa,42,4,7,,,0
2020-05-20,Gujarat,12131,9,5043,,,719
2020-05-20,Haryana,948,16,627,,,14
2020-05-20,Himachal Pradesh,92,0,47,,,3
2020-05-20,Union Territory of Jammu and Kashmir,1317,0,653,,,17
2020-05-20,Jharkhand,231,0,127,,,3
2020-05-20,Karnataka,1397,0,544,,,40
2020-05-20,Kerala,632,10,497,,,4
2020-05-20,Union Territory of Ladakh,43,0,43,,,0
2020-05-20,Madhya Pradesh,5465,0,2630,,,258
2020-05-20,Maharashtra,37126,10,9639,,,1325
2020-05-20,Manipur,9,0,2,,,0
2020-05-20,Meghalaya,13,0,12,,,1
2020-05-20,Mizoram,1,0,1,,,0
2020-05-20,Odisha,978,0,277,,,5
2020-05-20,Puducherry,18,0,9,,,1
2020-05-20,Punjab,2002,0,1642,,,38
2020-05-20,Rajasthan,5836,9,3337,,,143
2020-05-20,Tamil Nadu,12439,9,4895,,,84
2020-05-20,Telangana,1622,12,1010,,,38
2020-05-20,Tripura,173,0,116,,,0
2020-05-20,Uttarakhand,102,9,52,,,1
2020-05-20,Uttar Pradesh,4917,9,2918,,,123
2020-05-20,West Bengal,2961,0,1074,,,250
2020-05-21,Andaman and Nicobar Islands,33,0,33,,,0
2020-05-21,Andhra Pradesh,2602,0,1640,,,53
2020-05-21,Arunachal Pradesh,1,0,1,,,0
2020-05-21,Assam,170,0,48,,,4
2020-05-21,Bihar,1674,0,571,,,10
2020-05-21,Union Territory of Chandigarh,202,0,57,,,3
2020-05-21,Chhattisgarh,115,0,59,,,0
2020-05-21,Dadra and Nagar Haveli,1,0,0,,,0
2020-05-21,Delhi,11074,14,5192,,,176
2020-05-21,Goa,46,4,7,,,0
2020-05-21,Gujarat,12528,9,5219,,,749
2020-05-21,Haryana,977,16,648,,,14
2020-05-21,Himachal Pradesh,110,0,54,,,3
2020-05-21,Union Territory of Jammu and Kashmir,1390,0,678,,,18
2020-05-21,Jharkhand,231,0,127,,,3
2020-05-21,Karnataka,1462,0,556,,,41
2020-05-21,Kerala,656,10,502,,,4
2020-05-21,Union Territory of Ladakh,44,0,43,,,0
2020-05-21,Madhya Pradesh,5735,0,2733,,,267
2020-05-21,Maharashtra,39287,10,10318,,,1390
2020-05-21,Manipur,25,0,2,,,0
2020-05-21,Meghalaya,14,0,12,,,1
2020-05-21,Mizoram,1,0,1,,,0
2020-05-21,Odisha,1052,0,307,,,6
2020-05-21,Puducherry,20,0,10,,,0
2020-05-21,Punjab,2005,0,1794,,,38
2020-05-21,Rajasthan,6006,9,3404,,,147
2020-05-21,Tamil Nadu,13182,9,5882,,,87
2020-05-21,Telangana,1649,12,1015,,,40
2020-05-21,Tripura,173,0,133,,,0
2020-05-21,Uttarakhand,113,9,53,,,1
2020-05-21,Uttar Pradesh,5166,9,3066,,,127
2020-05-21,West Bengal,3103,0,1136,,,253
2020-05-22,Andaman and Nicobar Islands,33,0,33,,,0
2020-05-22,Andhra Pradesh,2647,0,1709,,,53
2020-05-22,Arunachal Pradesh,1,0,1,,,0
2020-05-22,Assam,203,0,54,,,4
2020-05-22,Bihar,1982,0,593,,,11
2020-05-22,Union Territory of Chandigarh,217,0,139,,,3
2020-05-22,Chhattisgarh,128,0,59,,,0
2020-05-22,Dadra and Nagar Haveli,1,0,0,,,0
2020-05-22,Delhi,11645,14,5567,,,194
2020-05-22,Goa,48,4,7,,,0
2020-05-22,Gujarat,12896,9,5488,,,773
2020-05-22,Haryana,1015,16,681,,,15
2020-05-22,Himachal Pradesh,152,0,59,,,3
2020-05-22,Union Territory of Jammu and Kashmir,1449,0,684,,,20
2020-05-22,Jharkhand,290,0,129,,,3
2020-05-22,Karnataka,1605,0,571,,,41
2020-05-22,Kerala,680,10,510,,,4
2020-05-22,Union Territory of Ladakh,44,0,43,,,0
2020-05-22,Madhya Pradesh,5981,0,2843,,,270
2020-05-22,Maharashtra,41632,10,11726,,,1454
2020-05-22,Manipur,25,0,2,,,0
2020-05-22,Meghalaya,14,0,12,,,1
2020-05-22,Mizoram,1,0,1,,,0
2020-05-22,Odisha,1103,0,393,,,7
2020-05-22,Puducherry,20,0,10,,,0
2020-05-22,Punjab,2028,0,1819,,,39
2020-05-22,Rajasthan,6218,9,3485,,,151
2020-05-22,Tamil Nadu,13958,9,6282,,,94
2020-05-22,Telangana,1687,12,1035,,,45
2020-05-22,Tripura,173,0,148,,,0
2020-05-22,Uttarakhand,137,9,54,,,1
2020-05-22,Uttar Pradesh,5506,9,3204,,,138
2020-05-22,West Bengal,3197,0,1193,,,259
2020-05-23,Andaman and Nicobar Islands,33,0,33,,,0
2020-05-23,Andhra Pradesh,2709,0,1763,,,55
2020-05-23,Arunachal Pradesh,1,0,1,,,0
2020-05-23,Assam,259,0,54,,,4
2020-05-23,Bihar,2177,0,629,,,11
2020-05-23,Union Territory of Chandigarh,218,0,178,,,3
2020-05-23,Chhattisgarh,172,0,62,,,0
2020-05-23,Dadra and Nagar Haveli,1,0,0,,,0
2020-05-23,Delhi,12305,14,5897,,,208
2020-05-23,Goa,50,4,16,,,0
2020-05-23,Gujarat,13259,9,5880,,,802
2020-05-23,Haryana,1051,16,706,,,16
2020-05-23,Himachal Pradesh,168,0,59,,,3
2020-05-23,Union Territory of Jammu and Kashmir,1489,0,720,,,20
2020-05-23,Jharkhand,308,0,136,,,3
2020-05-23,Karnataka,1743,0,597,,,41
2020-05-23,Kerala,722,10,512,,,4
2020-05-23,Union Territory of Ladakh,44,0,43,,,0
2020-05-23,Madhya Pradesh,6170,0,3089,,,272
2020-05-23,Maharashtra,44572,10,12583,,,1517
2020-05-23,Manipur,26,0,2,,,0
2020-05-23,Meghalaya,14,0,12,,,1
2020-05-23,Mizoram,1,0,1,,,0
2020-05-23,Odisha,1189,0,436,,,7
2020-05-23,Puducherry,26,0,10,,,0
2020-05-23,Punjab,2029,0,1847,,,39
2020-05-23,Rajasthan,6485,9,3680,,,153
2020-05-23,Tamil Nadu,14744,9,7128,,,98
2020-05-23,Telangana,1749,12,1043,,,45
2020-05-23,Tripura,175,0,152,,,0
2020-05-23,Uttarakhand,144,9,56,,,1
2020-05-23,Uttar Pradesh,5726,9,3238,,,152
2020-05-23,West Bengal,3332,0,1221,,,265
2020-05-24,Andaman and Nicobar Islands,33,0,33,,,0
2020-05-24,Andhra Pradesh,2757,0,1809,,,56
2020-05-24,Arunachal Pradesh,1,0,1,,,0
2020-05-24,Assam,329,0,55,,,4
2020-05-24,Bihar,2380,0,653,,,11
2020-05-24,Union Territory of Chandigarh,225,0,179,,,3
2020-05-24,Chhattisgarh,214,0,64,,,0
2020-05-24,Dadra and Nagar Haveli,2,0,0,,,0
2020-05-24,Delhi,12896,14,6267,,,231
2020-05-24,Goa,51,4,16,,,0
2020-05-24,Gujarat,13655,9,6169,,,829
2020-05-24,Haryana,1115,16,750,,,16
2020-05-24,Himachal Pradesh,185,0,61,,,3
2020-05-24,Union Territory of Jammu and Kashmir,1569,0,774,,,21
2020-05-24,Jharkhand,350,0,141,,,4
2020-05-24,Karnataka,1959,0,608,,,42
2020-05-24,Kerala,785,10,515,,,4
2020-05-24,Union Territory of Ladakh,49,0,43,,,0
2020-05-24,Madhya Pradesh,6371,0,3267,,,281
2020-05-24,Maharashtra,47180,10,13404,,,1577
2020-05-24,Manipur,29,0,4,,,0
2020-05-24,Meghalaya,14,0,12,,,1
2020-05-24,Mizoram,1,0,1,,,0
2020-05-24,Odisha,1269,0,497,,,7
2020-05-24,Puducherry,26,0,10,,,0
2020-05-24,Punjab,2045,0,1870,,,39
2020-05-24,Rajasthan,6733,9,3786,,,160
2020-05-24,Sikkim,1,0,0,,,0
2020-05-24,Tamil Nadu,15503,9,7491,,,103
2020-05-24,Telangana,1801,12,1065,,,49
2020-05-24,Tripura,189,0,153,,,0
2020-05-24,Uttarakhand,235,9,56,,,2
2020-05-24,Uttar Pradesh,6008,9,3406,,,155
2020-05-24,West Bengal,3459,0,1281,,,269
2020-05-25,Andaman and Nicobar Islands,33,0,33,,,0
2020-05-25,Andhra Pradesh,2823,0,1856,,,56
2020-05-25,Arunachal Pradesh,1,0,1,,,0
2020-05-25,Assam,378,0,55,,,4
2020-05-25,Bihar,2587,0,702,,,13
2020-05-25,Union Territory of Chandigarh,238,0,186,,,3
2020-05-25,Chhattisgarh,252,0,67,,,0
2020-05-25,Dadra and Nagar Haveli,2,0,0,,,0
2020-05-25,Delhi,13404,14,6540,,,261
2020-05-25,Goa,62,4,19,,,0
2020-05-25,Gujarat,14047,9,6412,,,858
2020-05-25,Haryana,1168,16,765,,,16
2020-05-25,Himachal Pradesh,203,0,63,,,3
2020-05-25,Union Territory of Jammu and Kashmir,1621,0,809,,,21
2020-05-25,Jharkhand,370,0,148,,,4
2020-05-25,Karnataka,2089,0,654,,,42
2020-05-25,Kerala,837,10,521,,,4
2020-05-25,Union Territory of Ladakh,52,0,43,,,0
2020-05-25,Madhya Pradesh,6665,0,3408,,,290
2020-05-25,Maharashtra,50221,10,14600,,,1635
2020-05-25,Manipur,32,0,4,,,0
2020-05-25,Meghalaya,14,0,12,,,1
2020-05-25,Mizoram,1,0,1,,,0
2020-05-25,Odisha,1336,0,550,,,7
2020-05-25,Puducherry,41,0,12,,,0
2020-05-25,Punjab,2060,0,1898,,,40
2020-05-25,Rajasthan,7019,9,3848,,,163
2020-05-25,Sikkim,1,0,0,,,0
2020-05-25,Tamil Nadu,16268,9,8324,,,111
2020-05-25,Telangana,1842,12,1090,,,53
2020-05-25,Tripura,191,0,165,,,0
2020-05-25,Uttarakhand,308,9,58,,,3
2020-05-25,Uttar Pradesh,6259,9,3538,,,161
2020-05-25,West Bengal,3667,0,1339,,,272
2020-05-26,Andaman and Nicobar Islands,33,0,33,,,0
2020-05-26,Andhra Pradesh,3110,0,1896,,,56
2020-05-26,Arunachal Pradesh,2,0,1,,,0
2020-05-26,Assam,526,0,62,,,4
2020-05-26,Bihar,2730,0,749,,,13
2020-05-26,Union Territory of Chandigarh,238,0,186,,,3
2020-05-26,Chhattisgarh,291,0,72,,,0
2020-05-26,Dadra and Nagar Haveli,2,0,0,,,0
2020-05-26,Delhi,14039,14,6771,,,276
2020-05-26,Goa,63,4,19,,,0
2020-05-26,Gujarat,14451,9,6636,,,888
2020-05-26,Haryana,1168,16,765,,,16
2020-05-26,Himachal Pradesh,223,0,67,,,5
2020-05-26,Union Territory of Jammu and Kashmir,1668,0,809,,,23
2020-05-26,Jharkhand,377,0,148,,,4
2020-05-26,Karnataka,2182,0,705,,,44
2020-05-26,Kerala,886,10,532,,,5
2020-05-26,Union Territory of Ladakh,52,0,43,,,0
2020-05-26,Madhya Pradesh,6859,0,3571,,,300
2020-05-26,Maharashtra,52657,10,15786,,,1695
2020-05-26,Manipur,39,0,4,,,0
2020-05-26,Meghalaya,14,0,12,,,1
2020-05-26,Mizoram,1,0,1,,,0
2020-05-26,Nagaland,3,0,0,,,0
2020-05-26,Odisha,1438,0,649,,,7
2020-05-26,Puducherry,41,0,12,,,0
2020-05-26,Punjab,2060,0,1898,,,40
2020-05-26,Rajasthan,7291,9,3951,,,167
2020-05-26,Sikkim,1,0,0,,,0
2020-05-26,Tamil Nadu,17073,9,8731,,,118
2020-05-26,Telangana,1908,12,1164,,,56
2020-05-26,Tripura,194,0,165,,,0
2020-05-26,Uttarakhand,340,9,58,,,3
2020-05-26,Uttar Pradesh,6523,9,3581,,,165
2020-05-26,West Bengal,3816,0,1414,,,278
2020-05-27,Andaman and Nicobar Islands,33,0,33,,,0
2020-05-27,Andhra Pradesh,3171,0,2009,,,57
2020-05-27,Arunachal Pradesh,2,0,1,,,0
2020-05-27,Assam,616,0,62,,,4
2020-05-27,Bihar,2983,0,900,,,13
2020-05-27,Union Territory of Chandigarh,266,0,187,,,4
2020-05-27,Chhattisgarh,361,0,79,,,0
2020-05-27,Dadra and Nagar Haveli,2,0,0,,,0
2020-05-27,Delhi,14451,14,7223,,,288
2020-05-27,Goa,63,4,28,,,0
2020-05-27,Gujarat,14812,9,7139,,,915
2020-05-27,Haryana,1289,16,824,,,17
2020-05-27,Himachal Pradesh,247,0,67,,,5
2020-05-27,Union Territory of Jammu and Kashmir,1759,0,833,,,24
2020-05-27,Jharkhand,426,0,175,,,4
2020-05-27,Karnataka,2283,0,748,,,44
2020-05-27,Kerala,953,10,542,,,6
2020-05-27,Union Territory of Ladakh,53,0,43,,,0
2020-05-27,Madhya Pradesh,7024,0,3689,,,305
2020-05-27,Maharashtra,54748,10,16954,,,1792
2020-05-27,Manipur,39,0,4,,,0
2020-05-27,Meghalaya,15,0,12,,,1
2020-05-27,Mizoram,1,0,1,,,0
2020-05-27,Nagaland,4,0,0,,,0
2020-05-27,Odisha,1517,0,733,,,7
2020-05-27,Puducherry,46,0,12,,,0
2020-05-27,Punjab,2106,0,1918,,,40
2020-05-27,Rajasthan,7527,9,4171,,,170
2020-05-27,Sikkim,1,0,0,,,0
2020-05-27,Tamil Nadu,17719,9,9342,,,127
2020-05-27,Telangana,1979,12,1284,,,57
2020-05-27,Tripura,207,0,165,,,0
2020-05-27,Uttarakhand,392,9,64,,,4
2020-05-27,Uttar Pradesh,6539,9,3698,,,170
2020-05-27,West Bengal,4009,0,1486,,,283
2020-05-28,Andaman and Nicobar Islands,33,0,33,,,0
2020-05-28,Andhra Pradesh,3171,0,2057,,,58
2020-05-28,Arunachal Pradesh,2,0,1,,,0
2020-05-28,Assam,781,0,87,,,4
2020-05-28,Bihar,3061,0,1083,,,15
2020-05-28,Union Territory of Chandigarh,279,0,187,,,4
2020-05-28,Chhattisgarh,369,0,83,,,0
2020-05-28,Dadra and Nagar Haveli,2,0,0,,,0
2020-05-28,Delhi,15243,14,7264,,,303
2020-05-28,Goa,64,4,37,,,0
2020-05-28,Gujarat,15186,9,7549,,,938
2020-05-28,Haryana,1365,16,838,,,18
2020-05-28,Himachal Pradesh,273,0,70,,,5
2020-05-28,Union Territory of Jammu and Kashmir,1921,0,854,,,26
2020-05-28,Jharkhand,448,0,185,,,4
2020-05-28,Karnataka,2418,0,781,,,47
2020-05-28,Kerala,994,10,552,,,7
2020-05-28,Union Territory of Ladakh,53,0,43,,,0
2020-05-28,Madhya Pradesh,7261,0,3927,,,313
2020-05-28,Maharashtra,56938,10,17918,,,1897
2020-05-28,Manipur,44,0,4,,,0
2020-05-28,Meghalaya,20,0,12,,,1
2020-05-28,Mizoram,1,0,1,,,0
2020-05-28,Nagaland,4,0,0,,,0
2020-05-28,Odisha,1593,0,733,,,7
2020-05-28,Puducherry,46,0,12,,,0
2020-05-28,Punjab,2139,0,1918,,,40
2020-05-28,Rajasthan,7694,9,4457,,,173
2020-05-28,Sikkim,1,0,0,,,0
2020-05-28,Tamil Nadu,18536,9,9909,,,133
2020-05-28,Telangana,2086,12,1284,,,63
2020-05-28,Tripura,230,0,165,,,0
2020-05-28,Uttarakhand,460,9,79,,,4
2020-05-28,Uttar Pradesh,6982,9,3991,,,182
2020-05-28,West Bengal,4192,0,1578,,,289
2020-05-29,Andaman and Nicobar Islands,33,0,33,,,0
2020-05-29,Andhra Pradesh,3251,0,2125,,,59
2020-05-29,Arunachal Pradesh,3,0,1,,,0
2020-05-29,Assam,856,0,104,,,4
2020-05-29,Bihar,3296,0,1211,,,15
2020-05-29,Union Territory of Chandigarh,288,0,189,,,4
2020-05-29,Chhattisgarh,399,0,83,,,0
2020-05-29,Dadra and Nagar Haveli,2,0,0,,,0
2020-05-29,Delhi,16267,14,7495,,,316
2020-05-29,Goa,65,4,38,,,0
2020-05-29,Gujarat,15553,9,8003,,,960
2020-05-29,Haryana,1488,16,881,,,19
2020-05-29,Himachal Pradesh,276,0,70,,,5
2020-05-29,Union Territory of Jammu and Kashmir,2036,0,859,,,27
2020-05-29,Jharkhand,469,0,212,,,4
2020-05-29,Karnataka,2533,0,834,,,47
2020-05-29,Kerala,1078,10,555,,,7
2020-05-29,Union Territory of Ladakh,73,0,43,,,0
2020-05-29,Madhya Pradesh,7453,0,4050,,,321
2020-05-29,Maharashtra,59536,10,18616,,,1982
2020-05-29,Manipur,55,0,5,,,0
2020-05-29,Meghalaya,21,0,12,,,1
2020-05-29,Mizoram,1,0,1,,,0
2020-05-29,Nagaland,18,0,0,,,0
2020-05-29,Odisha,1660,0,887,,,7
2020-05-29,Puducherry,51,0,14,,,0
2020-05-29,Punjab,2158,0,1946,,,40
2020-05-29,Rajasthan,8058,9,4817,,,180
2020-05-29,Sikkim,1,0,0,,,0
2020-05-29,Tamil Nadu,19363,9,10548,,,145
2020-05-29,Telangana,2244,12,1345,,,67
2020-05-29,Tripura,242,0,167,,,0
2020-05-29,Uttarakhand,491,9,79,,,4
2020-05-29,Uttar Pradesh,7161,9,4215,,,197
2020-05-29,West Bengal,4536,0,1668,,,295
2020-05-30,Andaman and Nicobar Islands,33,0,33,,,0
2020-05-30,Andhra Pradesh,3436,0,2226,,,60
2020-05-30,Arunachal Pradesh,3,0,1,,,0
2020-05-30,Assam,1024,0,125,,,4
2020-05-30,Bihar,3376,0,1211,,,15
2020-05-30,Union Territory of Chandigarh,289,0,189,,,4
2020-05-30,Chhattisgarh,415,0,100,,,1
2020-05-30,Dadra and Nagar Haveli,2,0,0,,,0
2020-05-30,Delhi,17372,14,7846,,,398
2020-05-30,Goa,65,4,41,,,0
2020-05-30,Gujarat,15925,9,8611,,,980
2020-05-30,Haryana,1705,16,940,,,19
2020-05-30,Himachal Pradesh,295,0,87,,,5
2020-05-30,Union Territory of Jammu and Kashmir,2164,0,875,,,28
2020-05-30,Jharkhand,511,0,216,,,5
2020-05-30,Karnataka,2781,0,894,,,48
2020-05-30,Kerala,1140,10,565,,,8
2020-05-30,Union Territory of Ladakh,74,0,43,,,0
2020-05-30,Madhya Pradesh,7645,0,4269,,,334
2020-05-30,Maharashtra,62218,10,26997,,,2098
2020-05-30,Manipur,59,0,8,,,0
2020-05-30,Meghalaya,27,0,12,,,1
2020-05-30,Mizoram,1,0,1,,,0
2020-05-30,Nagaland,25,0,0,,,0
2020-05-30,Odisha,1723,0,887,,,7
2020-05-30,Puducherry,51,0,14,,,0
2020-05-30,Punjab,2197,0,1949,,,42
2020-05-30,Rajasthan,8356,9,5244,,,184
2020-05-30,Sikkim,1,0,0,,,0
2020-05-30,Tamil Nadu,20237,9,11313,,,154
2020-05-30,Telangana,2413,12,1381,,,71
2020-05-30,Tripura,251,0,171,,,0
2020-05-30,Uttarakhand,707,9,102,,,5
2020-05-30,Uttar Pradesh,7275,9,4244,,,198
2020-05-30,West Bengal,4813,0,1775,,,302
2020-05-31,Andaman and Nicobar Islands,33,0,33,,,0
2020-05-31,Andhra Pradesh,3569,0,2289,,,60
2020-05-31,Arunachal Pradesh,4,0,1,,,0
2020-05-31,Assam,1185,0,163,,,4
2020-05-31,Bihar,3636,0,1618,,,20
2020-05-31,Union Territory of Chandigarh,289,0,189,,,4
2020-05-31,Chhattisgarh,447,0,102,,,1
2020-05-31,Dadra and Nagar Haveli,2,0,0,,,0
2020-05-31,Delhi,18535,14,8075,,,416
2020-05-31,Goa,66,4,41,,,0
2020-05-31,Gujarat,16334,9,9230,,,1007
2020-05-31,Haryana,1907,16,971,,,20
2020-05-31,Himachal Pradesh,313,0,111,,,5
2020-05-31,Union Territory of Jammu and Kashmir,2341,0,908,,,28
2020-05-31,Jharkhand,563,0,256,,,5
2020-05-31,Karnataka,2922,0,997,,,48
2020-05-31,Kerala,1198,10,575,,,9
2020-05-31,Union Territory of Ladakh,74,0,43,,,0
2020-05-31,Madhya Pradesh,7891,0,4444,,,343
2020-05-31,Maharashtra,65158,10,28081,,,2197
2020-05-31,Manipur,62,0,8,,,0
2020-05-31,Meghalaya,27,0,12,,,1
2020-05-31,Mizoram,1,0,1,,,0
2020-05-31,Nagaland,36,0,0,,,0
2020-05-31,Odisha,1819,0,1050,,,7
2020-05-31,Puducherry,51,0,14,,,0
2020-05-31,Punjab,2233,0,1967,,,44
2020-05-31,Rajasthan,8608,9,5739,,,193
2020-05-31,Sikkim,1,0,0,,,0
2020-05-31,Tamil Nadu,21175,9,12000,,,160
2020-05-31,Telangana,2487,12,1412,,,77
2020-05-31,Tripura,268,0,172,,,0
2020-05-31,Uttarakhand,740,9,102,,,5
2020-05-31,Uttar Pradesh,7436,9,4410,,,201
2020-05-31,West Bengal,5130,0,1970,,,309
2020-06-01,Andaman and Nicobar Islands,33,0,33,,,0
2020-06-01,Andhra Pradesh,3679,0,2349,,,62
2020-06-01,Arunachal Pradesh,4,0,1,,,0
2020-06-01,Assam,1272,0,185,,,4
2020-06-01,Bihar,3815,0,1710,,,21
2020-06-01,Union Territory of Chandigarh,293,0,199,,,4
2020-06-01,Chhattisgarh,498,0,115,,,1
2020-06-01,Dadra and Nagar Haveli,2,0,0,,,0
2020-06-01,Delhi,19830,14,8478,,,473
2020-06-01,Goa,66,4,42,,,0
2020-06-01,Gujarat,16770,9,9919,,,1038
2020-06-01,Haryana,2075,16,1048,,,20
2020-06-01,Himachal Pradesh,331,0,120,,,5
2020-06-01,Union Territory of Jammu and Kashmir,2446,0,927,,,28
2020-06-01,Jharkhand,610,0,256,,,5
2020-06-01,Karnataka,3221,0,1218,,,51
2020-06-01,Kerala,1259,10,590,,,9
2020-06-01,Union Territory of Ladakh,74,0,43,,,0
2020-06-01,Madhya Pradesh,8089,0,4842,,,350
2020-06-01,Maharashtra,67645,10,29329,,,2286
2020-06-01,Manipur,71,0,11,,,0
2020-06-01,Meghalaya,27,0,12,,,1
2020-06-01,Mizoram,1,0,1,,,0
2020-06-01,Nagaland,43,0,0,,,0
2020-06-01,Odisha,1948,0,1126,,,7
2020-06-01,Puducherry,70,0,25,,,0
2020-06-01,Punjab,2263,0,1987,,,45
2020-06-01,Rajasthan,8822,9,5927,,,194
2020-06-01,Sikkim,1,0,0,,,0
2020-06-01,Tamil Nadu,22324,9,12757,,,173
2020-06-01,Telangana,2686,12,1428,,,82
2020-06-01,Tripura,313,0,173,,,0
2020-06-01,Uttarakhand,898,9,102,,,5
2020-06-01,Uttar Pradesh,7814,9,4709,,,213
2020-06-01,West Bengal,5501,0,2157,,,317
2020-06-02,Andaman and Nicobar Islands,33,0,33,,,0
2020-06-02,Andhra Pradesh,3783,0,2378,,,64
2020-06-02,Arunachal Pradesh,22,0,1,,,0
2020-06-02,Assam,1390,0,277,,,4
2020-06-02,Bihar,3926,0,1900,,,24
2020-06-02,Union Territory of Chandigarh,294,0,199,,,4
2020-06-02,Chhattisgarh,547,0,122,,,1
2020-06-02,Dadra and Nagar Haveli,3,0,1,,,0
2020-06-02,Delhi,20820,14,8746,,,523
2020-06-02,Goa,67,4,42,,,0
2020-06-02,Gujarat,17191,9,10780,,,1063
2020-06-02,Haryana,2340,16,1055,,,21
2020-06-02,Himachal Pradesh,340,0,122,,,5
2020-06-02,Union Territory of Jammu and Kashmir,2601,0,946,,,31
2020-06-02,Jharkhand,659,0,296,,,5
2020-06-02,Karnataka,3408,0,1328,,,52
2020-06-02,Kerala,1316,10,608,,,10
2020-06-02,Union Territory of Ladakh,77,0,43,,,0
2020-06-02,Madhya Pradesh,8283,0,5003,,,358
2020-06-02,Maharashtra,70003,10,30108,,,2362
2020-06-02,Manipur,83,0,11,,,0
2020-06-02,Meghalaya,27,0,12,,,1
2020-06-02,Mizoram,1,0,1,,,0
2020-06-02,Nagaland,43,0,0,,,0
2020-06-02,Odisha,2104,0,1245,,,7
2020-06-02,Puducherry,74,0,25,,,0
2020-06-02,Punjab,2301,0,2000,,,45
2020-06-02,Rajasthan,8971,9,6040,,,198
2020-06-02,Sikkim,1,0,0,,,0
2020-06-02,Tamil Nadu,23486,9,13170,,,184
2020-06-02,Telangana,2780,12,1491,,,88
2020-06-02,Tripura,420,0,173,,,0
2020-06-02,Uttarakhand,949,9,222,,,6
2020-06-02,Uttar Pradesh,8066,9,4843,,,217
2020-06-02,West Bengal,5772,0,2306,,,325
2020-06-03,Andaman and Nicobar Islands,33,0,33,,,0
2020-06-03,Andhra Pradesh,3898,0,2421,,,64
2020-06-03,Arunachal Pradesh,22,0,1,,,0
2020-06-03,Assam,1513,0,324,,,4
2020-06-03,Bihar,4155,0,1946,,,24
2020-06-03,Union Territory of Chandigarh,301,0,214,,,5
2020-06-03,Chhattisgarh,564,0,130,,,1
2020-06-03,Dadra and Nagar Haveli,4,0,1,,,0
2020-06-03,Delhi,22118,14,9243,,,556
2020-06-03,Goa,75,4,57,,,0
2020-06-03,Gujarat,17608,9,11894,,,1092
2020-06-03,Haryana,2636,16,1069,,,23
2020-06-03,Himachal Pradesh,345,0,140,,,5
2020-06-03,Union Territory of Jammu and Kashmir,2718,0,953,,,33
2020-06-03,Jharkhand,712,0,320,,,5
2020-06-03,Karnataka,3796,0,1403,,,52
2020-06-03,Kerala,1402,10,627,,,11
2020-06-03,Union Territory of Ladakh,81,0,47,,,1
2020-06-03,Madhya Pradesh,8420,0,5221,,,364
2020-06-03,Maharashtra,72290,10,31333,,,2465
2020-06-03,Manipur,89,0,14,,,0
2020-06-03,Meghalaya,27,0,12,,,1
2020-06-03,Mizoram,13,0,1,,,0
2020-06-03,Nagaland,49,0,0,,,0
2020-06-03,Odisha,2245,0,1325,,,7
2020-06-03,Puducherry,82,0,25,,,0
2020-06-03,Punjab,2342,0,2017,,,46
2020-06-03,Rajasthan,9364,9,6435,,,203
2020-06-03,Sikkim,1,0,0,,,0
2020-06-03,Tamil Nadu,24577,9,13706,,,197
2020-06-03,Telangana,2879,12,1526,,,92
2020-06-03,Tripura,468,0,173,,,0
2020-06-03,Uttarakhand,1034,9,252,,,7
2020-06-03,Uttar Pradesh,8352,9,5030,,,222
2020-06-03,West Bengal,6168,0,2410,,,335
2020-06-04,Andaman and Nicobar Islands,33,0,33,,,0
2020-06-04,Andhra Pradesh,4080,0,2466,,,68
2020-06-04,Arunachal Pradesh,38,0,1,,,0
2020-06-04,Assam,1672,0,413,,,4
